"id","fhudcode","lat","lng"
"21902","DOH000000000007953","6.5184002","126.2135925"
"21903","DOH000000000007958","7.2556200","125.4943924"
"21904","DOH000000000007959","7.2620201","125.6553726"
"21905","DOH000000000007960","7.8218498","125.7917099"
"21906","DOH000000000007961","7.2790399","125.9926834"
"21907","DOH000000000007962","7.2680998","125.9095306"
"21908","DOH000000000007963","7.2965498","125.9983215"
"21909","DOH000000000007964","7.7031102","126.1920929"
"21910","DOH000000000007965","7.6836700","126.1127472"
"21911","DOH000000000007966","7.3650398","125.8785172"
"21912","DOH000000000007967","7.3201399","126.2570724"
"21913","DOH000000000007968","7.4622202","126.0447235"
"21914","DOH000000000007969","7.9487400","125.8388977"
"21915","DOH000000000007970","7.5414400","126.0756073"
"21916","DOH000000000008074","17.5689602","120.6325684"
"21917","DOH000000000008075","17.5843906","120.6274185"
"21918","DOH000000000008076","16.4020405","120.5692978"
"21919","DOH000000000008077","16.3882809","120.5752487"
"21920","DOH000000000008082","11.6162100","124.3860626"
"21921","DOH000000000008085","8.4524403","123.3544769"
"21922","DOH000000000008086","11.6513996","124.3820038"
"21923","DOH000000000008089","8.5916300","123.3539429"
"21924","DOH000000000008092","20.4429607","121.9888763"
"21925","DOH000000000008093","8.3821201","123.3562164"
"21926","DOH000000000008094","11.6073999","124.4100037"
"21927","DOH000000000008095","20.4330807","121.9593277"
"21928","DOH000000000008096","8.5584002","123.3369598"
"21929","DOH000000000008099","11.5863800","122.7346573"
"21930","DOH000000000008100","8.5539904","123.3648834"
"21931","DOH000000000008101","11.4952002","124.4540024"
"21932","DOH000000000008104","11.5291004","124.4940033"
"21933","DOH000000000008105","8.5659304","123.3856506"
"21934","DOH000000000008106","20.3807697","121.9210587"
"21935","DOH000000000008109","8.5972004","123.3489227"
"21936","DOH000000000008111","7.2218099","124.2539063"
"21937","DOH000000000008112","8.5344200","123.3249817"
"21938","DOH000000000008115","11.4781704","124.5741272"
"21939","DOH000000000008118","8.5865202","123.3484802"
"21940","DOH000000000008120","11.5858002","122.7665482"
"21941","DOH000000000008121","20.2994709","121.8433914"
"21942","DOH000000000008122","7.2218099","124.2539063"
"21943","DOH000000000008123","8.5907497","123.3406296"
"21944","DOH000000000008126","8.5873003","123.3436813"
"21945","DOH000000000008127","20.3677998","121.9632568"
"21946","DOH000000000008128","11.5005999","124.5849991"
"21947","DOH000000000008130","8.5809002","123.3436279"
"21948","DOH000000000008132","8.5113201","123.3138275"
"21949","DOH000000000008136","8.4809504","123.3490982"
"21950","DOH000000000008137","7.2381401","124.2255096"
"21951","DOH000000000008140","8.5658598","123.3445663"
"21952","DOH000000000008142","11.5600996","122.7707520"
"21953","DOH000000000008146","11.5711498","122.7246017"
"21954","DOH000000000008148","11.5703402","124.5801620"
"21955","DOH000000000008149","11.5534000","124.5619965"
"21956","DOH000000000008151","11.5125198","122.7662277"
"21957","DOH000000000008156","7.2262301","124.2546310"
"21958","DOH000000000008158","11.5856800","122.7551193"
"21959","DOH000000000008159","12.8074598","124.1243515"
"21960","DOH000000000008162","11.5882998","124.5670013"
"21961","DOH000000000008165","11.6549196","124.5380478"
"21962","DOH000000000008167","11.6493998","124.4810028"
"21963","DOH000000000008169","11.6810999","124.3565979"
"21964","DOH000000000008170","7.2181001","124.2563171"
"21965","DOH000000000008171","11.6838999","124.4380035"
"21966","DOH000000000008172","11.5782804","122.7514801"
"21967","DOH000000000008173","11.6636000","124.3610001"
"21968","DOH000000000008174","7.2162700","124.2538300"
"21969","DOH000000000008177","7.2191501","124.2537918"
"21970","DOH000000000008178","11.4308100","122.9334793"
"21971","DOH000000000008180","11.7776499","124.3415833"
"21972","DOH000000000008181","11.7737703","124.3022308"
"21973","DOH000000000008185","7.2241201","124.2482529"
"21974","DOH000000000008188","11.8094702","124.3464737"
"21975","DOH000000000008190","11.4419603","122.9338074"
"21976","DOH000000000008192","7.2219601","124.2463608"
"21977","DOH000000000008193","11.4120703","122.9282379"
"21978","DOH000000000008194","11.5634003","124.3990021"
"21979","DOH000000000008195","7.2263198","124.2506866"
"21980","DOH000000000008197","11.5718002","124.3960037"
"21981","DOH000000000008198","11.5832005","124.3970032"
"21982","DOH000000000008199","7.2274299","124.2496567"
"21983","DOH000000000008203","11.4867201","122.9995422"
"21984","DOH000000000008204","11.5220003","124.4270020"
"21985","DOH000000000008207","11.5393000","124.4729996"
"21986","DOH000000000008208","7.2012601","124.2519531"
"21987","DOH000000000008209","11.5894003","124.4420013"
"21988","DOH000000000008212","11.5802002","124.4499969"
"21989","DOH000000000008215","7.2033701","124.2610321"
"21990","DOH000000000008216","11.5690002","124.4160004"
"21991","DOH000000000008218","14.6173601","120.9670868"
"21992","DOH000000000008220","12.8340797","124.1041489"
"21993","DOH000000000008221","12.8464804","124.1461029"
"21994","DOH000000000008222","12.8183699","124.1531982"
"21995","DOH000000000008223","12.8631401","124.1204300"
"21996","DOH000000000008225","12.6639605","123.8733978"
"21997","DOH000000000008226","12.6750698","123.8739014"
"21998","DOH000000000008227","12.6696596","123.8797989"
"21999","DOH000000000008228","12.6753302","123.8743973"
"22000","DOH000000000008229","12.7176399","123.9060593"
"22001","DOH000000000008230","12.7352400","123.9171371"
"22002","DOH000000000008231","12.7080297","123.8831177"
"22003","DOH000000000008232","12.7371502","123.8583374"
"22004","DOH000000000008233","12.6648102","123.9784012"
"22005","DOH000000000008234","12.6616697","123.9343109"
"22006","DOH000000000008235","12.6286097","123.9326706"
"22007","DOH000000000008236","12.6650896","123.8996124"
"22008","DOH000000000008237","12.6444397","123.9069824"
"22009","DOH000000000008238","12.8000097","124.1513977"
"22010","DOH000000000008239","12.6800003","123.9017105"
"22011","DOH000000000008240","12.6966400","123.9060669"
"22012","DOH000000000008241","12.5766697","123.9611511"
"22013","DOH000000000008242","12.6755600","123.8713379"
"22014","DOH000000000008243","12.7503700","124.1369019"
"22015","DOH000000000008244","12.7640600","124.1153870"
"22016","DOH000000000008245","12.7999697","124.1513824"
"22017","DOH000000000008246","12.7383604","124.0870438"
"22018","DOH000000000008247","12.6957302","124.1338882"
"22019","DOH000000000008248","9.6190901","123.9533005"
"22020","DOH000000000008249","9.6551304","123.9600067"
"22021","DOH000000000008252","9.8746595","124.4456635"
"22022","DOH000000000008257","14.4246798","121.0303879"
"22023","DOH000000000008258","11.5376301","122.8002930"
"22024","DOH000000000008260","9.8935003","124.4745636"
"22025","DOH000000000008261","11.4967899","122.7855377"
"22026","DOH000000000008262","11.5258799","122.8093185"
"22027","DOH000000000008263","9.8860798","124.3965530"
"22028","DOH000000000008264","9.8671303","124.4105072"
"22029","DOH000000000008265","11.4502897","122.7563095"
"22030","DOH000000000008267","11.4410496","122.7422028"
"22031","DOH000000000008270","11.4776402","122.7938766"
"22032","DOH000000000008272","11.4255600","122.8103409"
"22033","DOH000000000008273","11.4380598","122.7970123"
"22034","DOH000000000008275","14.6748600","121.0042419"
"22035","DOH000000000008276","9.7436600","124.5728302"
"22036","DOH000000000008279","14.7185402","121.0054626"
"22037","DOH000000000008281","12.2691002","125.3720016"
"22038","DOH000000000008282","12.8733702","124.0081635"
"22039","DOH000000000008284","11.4206696","122.8057098"
"22040","DOH000000000008285","12.2613697","125.4036636"
"22041","DOH000000000008287","12.2449102","125.2540512"
"22042","DOH000000000008288","8.6168299","123.3504791"
"22043","DOH000000000008289","11.4182701","122.7525711"
"22044","DOH000000000008291","11.3995705","122.7563095"
"22045","DOH000000000008292","12.8715801","124.0029297"
"22046","DOH000000000008293","8.5012703","123.3346634"
"22047","DOH000000000008294","9.7554598","124.5711670"
"22048","DOH000000000008295","7.2247500","124.2392273"
"22049","DOH000000000008296","8.5785904","123.3591080"
"22050","DOH000000000008297","12.8723898","124.0049286"
"22051","DOH000000000008299","11.1069298","125.3979492"
"22052","DOH000000000008300","9.7715998","124.5668488"
"22053","DOH000000000008301","8.5765400","123.3424530"
"22054","DOH000000000008302","11.1895199","125.3595810"
"22055","DOH000000000008304","8.3821201","123.3562164"
"22056","DOH000000000008306","11.1404600","125.3777771"
"22057","DOH000000000008307","14.6852102","120.9935226"
"22058","DOH000000000008308","11.1005402","125.4340286"
"22059","DOH000000000008309","12.8731699","124.0060806"
"22060","DOH000000000008310","7.2288198","124.2386780"
"22061","DOH000000000008311","11.4740000","125.5090027"
"22062","DOH000000000008313","9.7337704","124.5322876"
"22063","DOH000000000008314","11.4560490","125.4681244"
"22064","DOH000000000008315","12.8628397","124.1476212"
"22065","DOH000000000008316","8.4826603","123.0458603"
"22066","DOH000000000008318","9.7819300","124.5837402"
"22067","DOH000000000008320","8.4648705","123.0255508"
"22068","DOH000000000008321","9.7763300","123.8983536"
"22069","DOH000000000008322","7.2206602","124.2366562"
"22070","DOH000000000008323","9.8120403","123.8826065"
"22071","DOH000000000008324","7.2213001","124.2427979"
"22072","DOH000000000008325","8.4200201","122.9991531"
"22073","DOH000000000008327","11.6174202","125.4273453"
"22074","DOH000000000008328","9.7734499","123.9354401"
"22075","DOH000000000008329","11.7022800","125.4665680"
"22076","DOH000000000008330","9.7866297","123.8756027"
"22077","DOH000000000008332","9.6177797","123.9295807"
"22078","DOH000000000008333","11.4407902","122.7674408"
"22079","DOH000000000008334","11.6531496","125.4501038"
"22080","DOH000000000008335","11.6252604","125.4444733"
"22081","DOH000000000008336","9.6261396","123.8917389"
"22082","DOH000000000008344","11.6022797","125.4314423"
"22083","DOH000000000008339","11.4387903","122.7816162"
"22084","DOH000000000008342","11.6736097","125.4599533"
"22085","DOH000000000008343","11.4690104","122.8025665"
"22086","DOH000000000008345","9.4931402","123.9238281"
"22087","DOH000000000008346","11.4576197","122.7823181"
"22088","DOH000000000008347","8.4254398","123.0092468"
"22089","DOH000000000008348","11.6120596","125.4302902"
"22090","DOH000000000008350","11.4684401","122.7728195"
"22091","DOH000000000008351","9.6387300","123.9086914"
"22092","DOH000000000008352","11.6238003","125.4160004"
"22093","DOH000000000008353","11.3843498","122.7495499"
"22094","DOH000000000008354","8.4031897","123.0451736"
"22095","DOH000000000008355","11.6878004","125.4339981"
"22096","DOH000000000008357","11.6095505","125.4290390"
"22097","DOH000000000008360","8.4027796","122.9875183"
"22098","DOH000000000008362","11.3793802","122.7513504"
"22099","DOH000000000008364","11.5881596","125.4479294"
"22100","DOH000000000008365","7.2101402","124.2442932"
"22101","DOH000000000008367","11.5726299","125.4662399"
"22102","DOH000000000008368","11.5881996","125.2890015"
"22103","DOH000000000008369","14.5911503","121.0302734"
"22104","DOH000000000008370","7.2087598","124.2368774"
"22105","DOH000000000008378","7.2207198","124.2459564"
"22106","DOH000000000008379","9.7933102","123.9886169"
"22107","DOH000000000008382","12.0190697","125.4583511"
"22108","DOH000000000008383","7.2187400","124.2472763"
"22109","DOH000000000008384","9.7461395","123.9921265"
"22110","DOH000000000008385","8.3923302","123.0209427"
"22111","DOH000000000008388","9.7919102","124.0477219"
"22112","DOH000000000008389","8.4010296","123.0022202"
"22113","DOH000000000008390","7.2136402","124.2538300"
"22114","DOH000000000008392","11.4518299","122.8818207"
"22115","DOH000000000008393","9.7822104","124.0375595"
"22116","DOH000000000008394","7.2137098","124.2474365"
"22117","DOH000000000008396","9.7362299","123.9455566"
"22118","DOH000000000008397","12.9098701","124.0408325"
"22119","DOH000000000008399","9.7614002","124.1671066"
"22120","DOH000000000008400","8.3211203","123.1064301"
"22121","DOH000000000008401","11.4213696","122.8906631"
"22122","DOH000000000008402","12.8966503","124.0419617"
"22123","DOH000000000008404","7.2104001","124.2484970"
"22124","DOH000000000008405","9.7818203","124.1255035"
"22125","DOH000000000008406","14.7819204","121.0338974"
"22126","DOH000000000008407","11.4395905","122.8349075"
"22127","DOH000000000008408","7.2047000","124.2482529"
"22128","DOH000000000008409","9.8109303","124.0940094"
"22129","DOH000000000008410","13.9505301","120.9386673"
"22130","DOH000000000008411","8.3752804","123.0600662"
"22131","DOH000000000008414","12.9504404","123.8792572"
"22132","DOH000000000008415","7.2019701","124.2425537"
"22133","DOH000000000008416","9.8134804","124.1332779"
"22134","DOH000000000008417","14.7821598","121.0373077"
"22135","DOH000000000008418","8.5019798","123.3006973"
"22136","DOH000000000008420","8.4308004","123.2876129"
"22137","DOH000000000008421","11.2463322","125.5383530"
"22138","DOH000000000008425","8.5195303","123.3034668"
"22139","DOH000000000008426","7.1890001","124.2427979"
"22140","DOH000000000008427","11.3946896","122.8773270"
"22141","DOH000000000008429","10.1405296","124.3755493"
"22142","DOH000000000008430","11.2392635","125.5275955"
"22143","DOH000000000008431","8.4935598","123.2860565"
"22144","DOH000000000008434","7.1989398","124.2410583"
"22145","DOH000000000008436","11.2719870","125.5391312"
"22146","DOH000000000008437","8.4521103","123.2602615"
"22147","DOH000000000008440","8.5121899","123.2597427"
"22148","DOH000000000008443","7.2057199","124.2369385"
"22149","DOH000000000008446","8.4724903","123.3116913"
"22150","DOH000000000008448","8.4266901","123.3066635"
"22151","DOH000000000008451","7.1984200","124.2340622"
"22152","DOH000000000008452","12.8341103","124.0567627"
"22153","DOH000000000008455","8.4002504","123.2765121"
"22154","DOH000000000008456","7.2036600","124.2295227"
"22155","DOH000000000008459","12.8582201","124.0189667"
"22156","DOH000000000008460","10.9359751","125.8274002"
"22157","DOH000000000008461","8.4083204","123.3253174"
"22158","DOH000000000008462","7.2165799","124.2385178"
"22159","DOH000000000008464","11.0164433","125.7435684"
"22160","DOH000000000008465","12.8293695","124.0380096"
"22161","DOH000000000008466","14.4608097","120.9738312"
"22162","DOH000000000008467","12.8780203","124.0291977"
"22163","DOH000000000008469","11.0400267","125.6937256"
"22164","DOH000000000008470","7.2122202","124.2431030"
"22165","DOH000000000008474","10.9991999","125.6330032"
"22166","DOH000000000008475","12.9154396","123.8565292"
"22167","DOH000000000008476","8.4705000","123.0920334"
"22168","DOH000000000008480","7.7080498","126.0673370"
"22169","DOH000000000008481","12.9779301","123.8534698"
"22170","DOH000000000008482","8.4841404","123.0939865"
"22171","DOH000000000008484","11.0423813","125.7522964"
"22172","DOH000000000008487","12.9294596","123.8290482"
"22173","DOH000000000008488","8.4780998","123.1087112"
"22174","DOH000000000008489","11.0538826","125.7243652"
"22175","DOH000000000008491","7.6069002","126.0574722"
"22176","DOH000000000008492","7.1895900","124.2332306"
"22177","DOH000000000008494","10.7350283","125.7044830"
"22178","DOH000000000008495","12.9776697","123.8055878"
"22179","DOH000000000008497","11.0524149","125.7124481"
"22180","DOH000000000008498","14.6982498","120.9678802"
"22181","DOH000000000008499","8.5297899","123.1757431"
"22182","DOH000000000008500","8.4914999","123.1688766"
"22183","DOH000000000008502","7.1939902","124.1957626"
"22184","DOH000000000008505","11.0096645","125.7693710"
"22185","DOH000000000008507","14.5265598","121.0694427"
"22186","DOH000000000008509","18.3347893","121.4657364"
"22187","DOH000000000008511","7.1780901","124.2272034"
"22188","DOH000000000008512","18.3351803","121.4308014"
"22189","DOH000000000008514","10.7478342","125.7120209"
"22190","DOH000000000008515","8.5188999","123.3658676"
"22191","DOH000000000008516","18.3787098","121.3960724"
"22192","DOH000000000008518","11.3630199","122.7961884"
"22193","DOH000000000008520","18.4195499","121.4213562"
"22194","DOH000000000008521","11.3274860","125.6219711"
"22195","DOH000000000008522","7.1759901","124.2511902"
"22196","DOH000000000008523","13.9425602","120.9417496"
"22197","DOH000000000008525","11.3006487","125.6016388"
"22198","DOH000000000008526","11.4002705","122.7993469"
"22199","DOH000000000008527","8.4363098","123.3955078"
"22200","DOH000000000008528","11.3492413","125.6146927"
"22201","DOH000000000008530","11.3400097","122.7729797"
"22202","DOH000000000008531","12.2856789","125.2039642"
"22203","DOH000000000008532","8.5029202","123.3593369"
"22204","DOH000000000008533","7.1743102","124.2620468"
"22205","DOH000000000008534","8.5468798","123.3675766"
"22206","DOH000000000008535","11.3537903","122.8726807"
"22207","DOH000000000008537","12.2769299","125.1973572"
"22208","DOH000000000008538","7.1626801","124.2875824"
"22209","DOH000000000008539","11.4069700","122.8282623"
"22210","DOH000000000008540","12.3398333","125.1835785"
"22211","DOH000000000008541","11.3132200","122.9253693"
"22212","DOH000000000008542","7.1405602","124.3100586"
"22213","DOH000000000008544","7.6856399","126.0482330"
"22214","DOH000000000008545","11.2953501","122.8892288"
"22215","DOH000000000008549","8.5457001","123.4041519"
"22216","DOH000000000008551","8.5443802","123.3907318"
"22217","DOH000000000008552","18.1896992","121.5688324"
"22218","DOH000000000008553","11.1312599","125.2612991"
"22219","DOH000000000008554","11.4945097","122.6475830"
"22220","DOH000000000008556","11.1260204","125.3330612"
"22221","DOH000000000008557","8.4970503","123.4019775"
"22222","DOH000000000008558","14.6407204","120.9809113"
"22223","DOH000000000008560","11.4111385","125.5475388"
"22224","DOH000000000008562","14.6509600","120.9620667"
"22225","DOH000000000008564","8.4042101","123.3992767"
"22226","DOH000000000008565","11.4933004","122.5556183"
"22227","DOH000000000008566","11.3694000","125.5910034"
"22228","DOH000000000008568","14.7478905","121.0647583"
"22229","DOH000000000008569","8.4373398","123.3979797"
"22230","DOH000000000008574","13.9894104","120.9441605"
"22231","DOH000000000008575","14.6479902","120.9729538"
"22232","DOH000000000008576","17.8555298","121.7506790"
"22233","DOH000000000008581","17.4961395","121.4299774"
"22234","DOH000000000008582","17.8029194","121.7247162"
"22235","DOH000000000008584","16.0812492","119.5819397"
"22236","DOH000000000008585","17.8769398","121.7218704"
"22237","DOH000000000008587","17.4698906","121.3919067"
"22238","DOH000000000008591","17.4705906","121.3828888"
"22239","DOH000000000008594","17.4830494","121.4028473"
"22240","DOH000000000008599","17.4926491","121.3641281"
"22241","DOH000000000008613","11.4993496","122.5582962"
"22242","DOH000000000008615","11.5123901","122.5677490"
"22243","DOH000000000008617","8.5200195","123.2313538"
"22244","DOH000000000008618","11.4376564","125.5304260"
"22245","DOH000000000008620","8.5116196","123.2539291"
"22246","DOH000000000008623","11.3959999","125.5800018"
"22247","DOH000000000008624","8.5312595","123.1916733"
"22248","DOH000000000008626","12.0837317","125.1633453"
"22249","DOH000000000008632","12.1345997","125.2340012"
"22250","DOH000000000008635","11.4989271","125.4816437"
"22251","DOH000000000008637","11.4771996","125.3720016"
"22252","DOH000000000008638","7.6649799","126.1041336"
"22253","DOH000000000008641","11.4898996","125.5080032"
"22254","DOH000000000008643","8.4779701","123.2157364"
"22255","DOH000000000008644","11.5085001","125.4739990"
"22256","DOH000000000008645","11.3436003","122.6617966"
"22257","DOH000000000008646","11.1017046","125.7134323"
"22258","DOH000000000008651","8.4500904","123.1994629"
"22259","DOH000000000008653","7.6754398","126.0847626"
"22260","DOH000000000008654","12.1594934","125.4292984"
"22261","DOH000000000008655","13.9450598","120.9163132"
"22262","DOH000000000008656","8.4460897","123.2286911"
"22263","DOH000000000008658","12.0963202","125.4402618"
"22264","DOH000000000008659","8.4363003","123.1833801"
"22265","DOH000000000008661","13.9281597","120.9237900"
"22266","DOH000000000008662","8.4620705","123.1826401"
"22267","DOH000000000008663","12.1670103","125.4501038"
"22268","DOH000000000008665","7.2107100","124.2411804"
"22269","DOH000000000008668","8.2956104","123.5361710"
"22270","DOH000000000008669","11.3425999","122.6699600"
"22271","DOH000000000008678","13.8651600","120.9956894"
"22272","DOH000000000008679","7.6469002","126.0728989"
"22273","DOH000000000008680","6.0948100","125.1595917"
"22274","DOH000000000008681","11.4085798","122.7078934"
"22275","DOH000000000008683","8.3094702","123.4338379"
"22276","DOH000000000008685","8.3087196","123.4980087"
"22277","DOH000000000008687","6.1311202","125.1302719"
"22278","DOH000000000008688","8.3051796","123.4757996"
"22279","DOH000000000008690","7.6402001","126.1205215"
"22280","DOH000000000008692","11.3691502","122.6916580"
"22281","DOH000000000008693","8.2766895","123.3538818"
"22282","DOH000000000008696","8.3094702","123.3741608"
"22283","DOH000000000008697","7.6450200","126.0349731"
"22284","DOH000000000008698","11.3546400","122.6816711"
"22285","DOH000000000008703","12.2058392","125.3918304"
"22286","DOH000000000008704","11.3540897","122.6999283"
"22287","DOH000000000008708","11.1675339","125.5239639"
"22288","DOH000000000008710","8.5439796","123.4335403"
"22289","DOH000000000008711","7.6986699","126.0989838"
"22290","DOH000000000008712","6.1272402","125.2017670"
"22291","DOH000000000008716","11.3507404","122.7431335"
"22292","DOH000000000008718","11.1966105","125.4841995"
"22293","DOH000000000008719","7.9241600","125.8459473"
"22294","DOH000000000008721","8.6325903","123.4114838"
"22295","DOH000000000008723","11.1901197","125.5372696"
"22296","DOH000000000008726","6.1252298","125.2171021"
"22297","DOH000000000008727","11.1547527","125.5403824"
"22298","DOH000000000008729","8.4418097","123.4873199"
"22299","DOH000000000008730","11.3763399","122.6621323"
"22300","DOH000000000008733","11.1652021","125.4642487"
"22301","DOH000000000008735","11.1500816","125.6535263"
"22302","DOH000000000008738","8.4980097","123.4598465"
"22303","DOH000000000008739","7.9558401","125.8259277"
"22304","DOH000000000008740","14.7131300","120.9460831"
"22305","DOH000000000008741","18.2967606","121.8107986"
"22306","DOH000000000008743","8.6126003","123.4176865"
"22307","DOH000000000008746","8.6965904","123.4027481"
"22308","DOH000000000008747","11.1177340","125.6865616"
"22309","DOH000000000008751","6.0991502","125.1587830"
"22310","DOH000000000008752","8.6676998","123.4652100"
"22311","DOH000000000008754","11.1231956","125.5955582"
"22312","DOH000000000008755","8.6621904","123.4246368"
"22313","DOH000000000008757","11.7432585","125.4498672"
"22314","DOH000000000008759","8.6659803","123.4199829"
"22315","DOH000000000008760","14.5825500","121.0336304"
"22316","DOH000000000008764","8.6525002","123.4266891"
"22317","DOH000000000008765","11.7708998","125.3929977"
"22318","DOH000000000008767","6.2387500","125.2606506"
"22319","DOH000000000008769","8.6551104","123.4235916"
"22320","DOH000000000008770","12.1925678","125.5023270"
"22321","DOH000000000008771","18.3480797","121.5003662"
"22322","DOH000000000008774","8.4279699","123.5355301"
"22323","DOH000000000008776","18.4203396","121.4947433"
"22324","DOH000000000008779","8.5073996","123.5144196"
"22325","DOH000000000008780","7.7977300","125.8044434"
"22326","DOH000000000008781","11.4258699","122.5078735"
"22327","DOH000000000008782","14.5803003","121.0354309"
"22328","DOH000000000008783","18.4018497","121.5264435"
"22329","DOH000000000008784","11.8164940","125.4594650"
"22330","DOH000000000008787","6.1100502","125.2298965"
"22331","DOH000000000008788","7.7473998","125.7563324"
"22332","DOH000000000008790","11.7816095","125.4427185"
"22333","DOH000000000008793","6.0727201","125.1402130"
"22334","DOH000000000008794","7.8622298","125.8090820"
"22335","DOH000000000008796","11.8568001","125.4351273"
"22336","DOH000000000008797","7.7359900","125.7907410"
"22337","DOH000000000008799","8.4626999","123.5292816"
"22338","DOH000000000008800","11.8562202","125.4677277"
"22339","DOH000000000008801","6.1300902","125.1691666"
"22340","DOH000000000008803","18.2645607","121.7751923"
"22341","DOH000000000008804","18.2523804","121.7944107"
"22342","DOH000000000008807","18.2506294","121.8143005"
"22343","DOH000000000008810","11.8695297","125.4303131"
"22344","DOH000000000008811","8.4620705","123.0744476"
"22345","DOH000000000008812","18.2472095","121.8383026"
"22346","DOH000000000008813","11.9419003","125.4219971"
"22347","DOH000000000008815","6.2016301","125.1802368"
"22348","DOH000000000008819","6.0740399","125.1146469"
"22349","DOH000000000008820","18.2761803","121.6727219"
"22350","DOH000000000008821","7.9416099","125.7099228"
"22351","DOH000000000008824","7.9718900","125.8692093"
"22352","DOH000000000008825","18.2594891","121.7122498"
"22353","DOH000000000008827","7.8286200","125.7554016"
"22354","DOH000000000008829","8.3763103","123.5208817"
"22355","DOH000000000008830","18.2564907","121.6885605"
"22356","DOH000000000008831","8.4021101","123.5134735"
"22357","DOH000000000008834","8.3845701","123.4673691"
"22358","DOH000000000008835","18.2982502","121.6618500"
"22359","DOH000000000008836","6.1730299","125.2196732"
"22360","DOH000000000008838","8.4780903","123.4197083"
"22361","DOH000000000008843","6.1334901","124.7700272"
"22362","DOH000000000008844","7.7701602","125.8224182"
"22363","DOH000000000008847","6.1565399","125.2333679"
"22364","DOH000000000008850","6.1178298","125.1923981"
"22365","DOH000000000008851","7.7265100","125.8046417"
"22366","DOH000000000008854","7.7736402","125.8235397"
"22367","DOH000000000008856","7.8218498","125.7917099"
"22368","DOH000000000008857","7.8007998","125.8398285"
"22369","DOH000000000008858","7.8551698","125.7230530"
"22370","DOH000000000008859","7.9469500","125.7442932"
"22371","DOH000000000008860","13.8701897","121.0395126"
"22372","DOH000000000008862","7.9809198","125.7392197"
"22373","DOH000000000008867","7.3141098","125.8694992"
"22374","DOH000000000008869","7.3284602","125.8585281"
"22375","DOH000000000008872","7.3114901","125.8533783"
"22376","DOH000000000008875","7.2956600","125.9018402"
"22377","DOH000000000008888","11.5141401","122.7237625"
"22378","DOH000000000008896","11.4369698","122.5853806"
"22379","DOH000000000008897","7.2826300","125.8846512"
"22380","DOH000000000008902","11.4243202","122.6057205"
"22381","DOH000000000008904","7.2857699","125.8504028"
"22382","DOH000000000008906","11.3734798","122.5919266"
"22383","DOH000000000008912","14.6884098","120.9928513"
"22384","DOH000000000008913","7.2803602","125.8570480"
"22385","DOH000000000008915","8.4146500","123.4139709"
"22386","DOH000000000008922","8.4507504","123.4105988"
"22387","DOH000000000008924","6.1851401","125.1415405"
"22388","DOH000000000008925","7.2666302","125.8500290"
"22389","DOH000000000008928","6.1052599","124.4151688"
"22390","DOH000000000008932","8.5162201","123.5304489"
"22391","DOH000000000008936","8.5426302","123.5333405"
"22392","DOH000000000008938","11.4034204","122.5624466"
"22393","DOH000000000008939","18.0211697","121.6188736"
"22394","DOH000000000008940","8.5499697","123.5176315"
"22395","DOH000000000008941","18.1011200","121.6615524"
"22396","DOH000000000008942","13.8676596","121.0178986"
"22397","DOH000000000008944","18.0345402","121.7341766"
"22398","DOH000000000008946","18.0362701","121.6830292"
"22399","DOH000000000008948","13.8528099","121.0263367"
"22400","DOH000000000008949","18.0399609","121.6956329"
"22401","DOH000000000008953","18.0414200","121.7419510"
"22402","DOH000000000008954","11.4613895","122.6372986"
"22403","DOH000000000008955","8.6124697","123.5330429"
"22404","DOH000000000008957","18.0566998","121.7293015"
"22405","DOH000000000008958","6.2229300","125.1934662"
"22406","DOH000000000008960","13.9467602","120.7249680"
"22407","DOH000000000008961","8.5977297","123.5476227"
"22408","DOH000000000008962","18.0547905","121.8191528"
"22409","DOH000000000008964","7.4434099","125.8711090"
"22410","DOH000000000008969","8.6866903","123.4981003"
"22411","DOH000000000008971","8.6593199","123.4779129"
"22412","DOH000000000008972","18.0081902","121.8657379"
"22413","DOH000000000008976","18.0741405","121.9442825"
"22414","DOH000000000008977","13.9492302","120.7118607"
"22415","DOH000000000008978","6.1437998","125.1793594"
"22416","DOH000000000008979","11.3295603","122.4927216"
"22417","DOH000000000008980","8.5676899","123.4776764"
"22418","DOH000000000008982","18.3491993","122.0898514"
"22419","DOH000000000008983","7.0213299","124.6975174"
"22420","DOH000000000008984","18.3118591","122.0467606"
"22421","DOH000000000008985","13.9366198","120.7316208"
"22422","DOH000000000008990","18.2822895","122.0095596"
"22423","DOH000000000008991","13.9199200","120.6859894"
"22424","DOH000000000008993","18.2679501","121.9164124"
"22425","DOH000000000008995","11.2118998","122.5207977"
"22426","DOH000000000008996","6.1360302","125.1650925"
"22427","DOH000000000008997","18.2448997","121.9557571"
"22428","DOH000000000008998","8.6106195","123.5003510"
"22429","DOH000000000009000","11.2337303","122.4760895"
"22430","DOH000000000009003","17.6899509","121.7440033"
"22431","DOH000000000009004","8.5907898","123.5032883"
"22432","DOH000000000009005","5.9804802","125.1106873"
"22433","DOH000000000009007","17.7182102","121.7403717"
"22434","DOH000000000009009","17.7399006","121.7357712"
"22435","DOH000000000009010","8.6337700","123.4896622"
"22436","DOH000000000009013","17.7384796","121.7423019"
"22437","DOH000000000009014","7.3470502","125.8601685"
"22438","DOH000000000009015","6.1330500","125.1078720"
